Date,AverageTemperature,AverageTemperatureUncertainty,AverageAnomaly
1875-12-01,-0.7349999999999999,0.655,1.3869999999999996
1876-01-01,-2.7440000000000007,0.772,0.7826666666666657
1876-02-01,-1.631,0.7829999999999999,-0.06913333333333327
1876-03-01,0.0769999999999999,1.461,-2.4554666666666667
1876-04-01,7.835000000000001,0.925,-0.36893333333333445
1876-05-01,13.645,1.036,-0.16643333333333032
1876-06-01,18.837,0.7509999999999999,0.09076666666666355
1876-07-01,21.524,0.915,0.04680000000000817
1876-08-01,20.152,0.81,-0.35143333333332905
1876-09-01,15.397,0.8009999999999999,-0.9585666666666643
1876-10-01,8.513,0.902,-1.5101333333333322
1876-11-01,1.137,0.957,-1.674233333333334
1876-12-01,-5.553999999999999,1.042,-3.432
1877-01-01,-4.87,1.266,-1.3433333333333337
1877-02-01,-0.304,1.038,1.2578666666666667
1877-03-01,2.376,0.642,-0.15646666666666675
1877-04-01,7.495000000000001,1.021,-0.7089333333333343
1877-05-01,13.429,0.645,-0.38243333333332963
1877-06-01,18.373,1.809,-0.3732333333333351
1877-07-01,21.461,0.764,-0.01619999999999422
1877-08-01,20.481,0.8340000000000001,-0.02243333333332842
1877-09-01,15.97,0.741,-0.38556666666666395
1877-10-01,8.736,0.955,-1.2871333333333315
1877-11-01,1.821,1.275,-0.990233333333334
1877-12-01,-0.609,1.807,1.5129999999999995
1878-01-01,-3.3840000000000003,1.234,0.14266666666666605
1878-02-01,-0.5549999999999999,1.304,1.0068666666666668
1878-03-01,5.106999999999998,0.98,2.574533333333332
1878-04-01,9.132,0.8009999999999999,0.9280666666666644
1878-05-01,13.288,0.759,-0.5234333333333296
1878-06-01,18.674,0.917,-0.0722333333333367
1878-07-01,22.029,0.843,0.5518000000000072
1878-08-01,21.152,0.861,0.648566666666671
1878-09-01,15.402,0.642,-0.9535666666666653
1878-10-01,8.618,0.657,-1.4051333333333318
1878-11-01,3.23,0.906,0.41876666666666607
1878-12-01,-4.487,1.378,-2.3650000000000007
1879-01-01,-4.7410000000000005,0.918,-1.2143333333333342
1879-02-01,-2.352,1.024,-0.7901333333333331
1879-03-01,4.006,0.792,1.4735333333333336
1879-04-01,8.311,1.088,0.10706666666666464
1879-05-01,14.541,1.063,0.7295666666666705
1879-06-01,18.569000000000003,0.887,-0.17723333333333358
1879-07-01,21.696,1.132,0.21880000000000877
1879-08-01,19.854,0.945,-0.6494333333333309
1879-09-01,15.429,0.682,-0.9265666666666643
1879-10-01,10.308,0.901,0.2848666666666677
1879-11-01,2.1790000000000003,0.8440000000000001,-0.6322333333333336
1879-12-01,-3.6010000000000004,1.22,-1.479000000000001
1880-01-01,-1.0400000000000005,1.197,2.486666666666666
1880-02-01,-2.064,0.918,-0.5021333333333333
1880-03-01,1.101,1.218,-1.4314666666666667
1880-04-01,7.747999999999999,0.715,-0.45593333333333597
1880-05-01,14.862,0.815,1.0505666666666702
1880-06-01,18.939,0.812,0.19276666666666387
1880-07-01,20.85,0.789,-0.6271999999999913
1880-08-01,19.773,0.87,-0.7304333333333304
1880-09-01,15.112,1.004,-1.2435666666666645
1880-10-01,8.209,1.075,-1.8141333333333325
1880-11-01,-1.399,1.811,-4.210233333333334
1880-12-01,-4.767,1.461,-2.645000000000001
1881-01-01,-6.51,1.565,-2.9833333333333334
1881-02-01,-2.688,1.4280000000000002,-1.1261333333333334
1881-03-01,1.906,1.3130000000000002,-0.6264666666666667
1881-04-01,7.926,0.8740000000000001,-0.27793333333333514
1881-05-01,15.011,0.7,1.1995666666666693
1881-06-01,19.178,0.925,0.43176666666666463
1881-07-01,21.669,0.483,0.19180000000000774
1881-08-01,21.06,0.59,0.5565666666666687
1881-09-01,16.254,0.527,-0.10156666666666325
1881-10-01,9.491,0.479,-0.5321333333333325
1881-11-01,1.372,0.626,-1.4392333333333338
1881-12-01,-0.9469999999999998,0.991,1.1749999999999996
1882-01-01,-3.498,0.862,0.028666666666666174
1882-02-01,-1.097,0.875,0.46486666666666676
1882-03-01,2.623,0.7959999999999999,0.09053333333333358
1882-04-01,7.622000000000001,0.685,-0.5819333333333345
1882-05-01,12.545,0.552,-1.26643333333333
1882-06-01,18.541,0.565,-0.20523333333333582
1882-07-01,20.368,0.445,-1.1091999999999942
1882-08-01,20.066,0.535,-0.4374333333333311
1882-09-01,15.52,0.447,-0.835566666666665
1882-10-01,9.383,0.466,-0.640133333333333
1882-11-01,1.544,0.83,-1.2672333333333339
1882-12-01,-3.178,0.507,-1.0560000000000005
1883-01-01,-6.158,0.606,-2.631333333333334
1883-02-01,-3.898,1.123,-2.3361333333333336
1883-03-01,2.093,0.725,-0.43946666666666667
1883-04-01,7.540000000000001,0.6679999999999999,-0.6639333333333344
1883-05-01,12.981,0.6509999999999999,-0.83043333333333
1883-06-01,19.05,0.507,0.3037666666666645
1883-07-01,20.922,0.8270000000000001,-0.5551999999999921
1883-08-01,19.683,0.539,-0.8204333333333302
1883-09-01,15.497,0.493,-0.8585666666666647
1883-10-01,8.266,0.48,-1.757133333333332
1883-11-01,1.734,0.635,-1.077233333333334
1883-12-01,-2.403,0.569,-0.2810000000000006
1884-01-01,-5.94,0.529,-2.413333333333334
1884-02-01,-3.4760000000000004,0.669,-1.9141333333333337
1884-03-01,1.916,0.655,-0.6164666666666667
1884-04-01,7.229000000000001,0.665,-0.9749333333333343
1884-05-01,13.78,0.5479999999999999,-0.03143333333333054
1884-06-01,18.677,0.508,-0.06923333333333659
1884-07-01,20.645,0.481,-0.8321999999999932
1884-08-01,19.639,0.639,-0.8644333333333307
1884-09-01,15.802,0.5710000000000001,-0.553566666666665
1884-10-01,9.469,0.7020000000000001,-0.5541333333333327
1884-11-01,2.307,0.529,-0.504233333333334
1884-12-01,-4.552,1.038,-2.43
1885-01-01,-6.103,0.8170000000000001,-2.5763333333333334
1885-02-01,-4.119,0.672,-2.557133333333333
1885-03-01,1.775,0.7020000000000001,-0.7574666666666667
1885-04-01,8.417,0.461,0.21306666666666452
1885-05-01,13.598,0.406,-0.21343333333332914
1885-06-01,18.295,0.426,-0.4512333333333345
1885-07-01,21.241,0.593,-0.23619999999999308
1885-08-01,19.644,0.65,-0.8594333333333317
1885-09-01,15.656,0.413,-0.699566666666664
1885-10-01,8.602,0.584,-1.4211333333333318
1885-11-01,2.767,0.564,-0.04423333333333401
1885-12-01,-1.872,0.778,0.24999999999999933
1886-01-01,-7.581,1.14,-4.054333333333334
1886-02-01,-2.065,1.008,-0.5031333333333332
1886-03-01,1.17,0.547,-1.3624666666666667
1886-04-01,8.099,0.5660000000000001,-0.1049333333333351
1886-05-01,14.96,0.51,1.148566666666671
1886-06-01,18.672,0.447,-0.0742333333333356
1886-07-01,21.862,0.562,0.3848000000000056
1886-08-01,20.64,0.489,0.1365666666666705
1886-09-01,15.755,0.5,-0.6005666666666638
1886-10-01,9.223,0.74,-0.8001333333333314
1886-11-01,0.8280000000000001,0.8029999999999999,-1.9832333333333338
1886-12-01,-3.381,0.953,-1.2590000000000003
1887-01-01,-5.627000000000002,1.077,-2.100333333333335
1887-02-01,-3.27,1.113,-1.7081333333333333
1887-03-01,2.608,0.7509999999999999,0.07553333333333345
1887-04-01,7.865,0.728,-0.3389333333333351
1887-05-01,14.755,0.604,0.9435666666666709
1887-06-01,18.888,0.47,0.1417666666666655
1887-07-01,21.419,0.785,-0.05819999999999226
1887-08-01,19.511,0.617,-0.9924333333333308
1887-09-01,15.661,0.588,-0.694566666666665
1887-10-01,8.152999999999999,0.603,-1.8701333333333334
1887-11-01,2.029,0.784,-0.782233333333334
1887-12-01,-4.269,1.09,-2.1470000000000007
1888-01-01,-7.093,1.002,-3.5663333333333336
1888-02-01,-1.344,1.008,0.21786666666666665
1888-03-01,0.2989999999999999,0.755,-2.2334666666666667
1888-04-01,8.676,0.873,0.47206666666666486
1888-05-01,12.962,0.517,-0.8494333333333302
1888-06-01,18.356,0.6559999999999999,-0.39023333333333454
1888-07-01,21.189,0.552,-0.2881999999999927
1888-08-01,19.89,0.593,-0.6134333333333295
1888-09-01,15.946,0.569,-0.40956666666666486
1888-10-01,8.729000000000001,0.6679999999999999,-1.2941333333333311
1888-11-01,1.912,0.767,-0.899233333333334
1888-12-01,-1.4480000000000002,0.787,0.6739999999999993
1889-01-01,-3.82,0.774,-0.29333333333333345
1889-02-01,-3.2460000000000004,0.7709999999999999,-1.6841333333333337
1889-03-01,3.852,0.723,1.3195333333333332
1889-04-01,9.301,0.622,1.0970666666666649
1889-05-01,13.795,0.586,-0.01643333333332997
1889-06-01,18.335,0.5379999999999999,-0.41123333333333534
1889-07-01,21.122,0.516,-0.35519999999999285
1889-08-01,20.037,0.589,-0.46643333333333103
1889-09-01,14.91,0.662,-1.4455666666666644
1889-10-01,8.95,0.565,-1.0731333333333328
1889-11-01,1.5619999999999998,0.818,-1.249233333333334
1889-12-01,0.7789999999999999,0.992,2.9009999999999994
1890-01-01,-4.113,0.8190000000000001,-0.586333333333334
1890-02-01,-1.66,1.01,-0.09813333333333318
1890-03-01,1.269,0.951,-1.2634666666666667
1890-04-01,8.042,0.78,-0.16193333333333548
1890-05-01,13.593,0.747,-0.21843333333332993
1890-06-01,18.823,0.555,0.07676666666666421
1890-07-01,21.513,0.523,0.035800000000008936
1890-08-01,19.4,0.5489999999999999,-1.1034333333333315
1890-09-01,15.342,0.568,-1.013566666666664
1890-10-01,8.636000000000001,0.595,-1.387133333333331
1890-11-01,3.319,0.703,0.507766666666666
1890-12-01,-1.454,1.013,0.6679999999999995
1891-01-01,-2.881,1.106,0.6456666666666666
1891-02-01,-2.78,1.009,-1.218133333333333
1891-03-01,0.29,0.8340000000000001,-2.2424666666666666
1891-04-01,8.32,0.6809999999999999,0.11606666666666499
1891-05-01,13.192,0.649,-0.6194333333333297
1891-06-01,18.06,0.588,-0.6862333333333375
1891-07-01,20.225,0.606,-1.2521999999999913
1891-08-01,19.923,0.631,-0.5804333333333318
1891-09-01,16.369,0.627,0.013433333333335185
1891-10-01,8.834,0.741,-1.1891333333333325
1891-11-01,1.817,0.958,-0.994233333333334
1891-12-01,-1.5679999999999998,1.069,0.5539999999999996
1892-01-01,-5.101,1.152,-1.5743333333333336
1892-02-01,-1.033,1.179,0.5288666666666668
1892-03-01,1.474,1.196,-1.0584666666666667
1892-04-01,7.081,0.953,-1.122933333333335
1892-05-01,12.593,0.856,-1.21843333333333
1892-06-01,18.433,0.718,-0.31323333333333636
1892-07-01,20.737,0.672,-0.7401999999999944
1892-08-01,20.024,0.685,-0.47943333333332916
1892-09-01,16.179000000000002,0.534,-0.17656666666666254
1892-10-01,9.484,0.42,-0.5391333333333321
1892-11-01,1.4269999999999998,0.69,-1.384233333333334
1892-12-01,-3.162,0.794,-1.0400000000000005
1893-01-01,-5.757000000000001,0.665,-2.230333333333334
1893-02-01,-2.849,0.465,-1.2871333333333335
1893-03-01,1.412,0.327,-1.1204666666666667
1893-04-01,7.742000000000001,0.461,-0.4619333333333344
1893-05-01,13.375,0.401,-0.4364333333333299
1893-06-01,18.767,0.48,0.02076666666666327
1893-07-01,21.334,0.444,-0.1431999999999931
1893-08-01,19.772,0.465,-0.7314333333333316
1893-09-01,15.69,0.451,-0.6655666666666651
1893-10-01,8.731,0.396,-1.2921333333333322
1893-11-01,1.445,0.279,-1.3662333333333339
1893-12-01,-1.61,0.614,0.5119999999999993
1894-01-01,-4.3530000000000015,0.522,-0.8263333333333351
1894-02-01,-4.817,0.731,-3.255133333333333
1894-03-01,3.062,0.971,0.5295333333333332
1894-04-01,8.001000000000001,0.614,-0.20293333333333408
1894-05-01,13.822,0.403,0.010566666666669278
1894-06-01,18.301,0.302,-0.4452333333333378
1894-07-01,21.031,0.288,-0.44619999999999393
1894-08-01,20.264,0.496,-0.23943333333333072
1894-09-01,15.808,0.397,-0.5475666666666648
1894-10-01,9.29,0.311,-0.733133333333333
1894-11-01,2.64,0.493,-0.1712333333333338
1894-12-01,-1.4480000000000002,0.58,0.6739999999999993
1895-01-01,-5.412999999999999,0.64,-1.886333333333333
1895-02-01,-5.196000000000001,0.521,-3.6341333333333337
1895-03-01,1.745,0.352,-0.7874666666666665
1895-04-01,8.433,0.52,0.22906666666666453
1895-05-01,13.669,0.362,-0.14243333333332941
1895-06-01,18.158,0.369,-0.5882333333333349
1895-07-01,20.119,0.251,-1.358199999999993
1895-08-01,19.95,0.317,-0.5534333333333308
1895-09-01,16.125,0.411,-0.2305666666666646
1895-10-01,8.107999999999999,0.311,-1.9151333333333334
1895-11-01,1.6880000000000002,0.295,-1.1232333333333337
1895-12-01,-3.218,0.482,-1.0960000000000005
1896-01-01,-3.884,0.578,-0.3573333333333335
1896-02-01,-2.2880000000000003,0.346,-0.7261333333333335
1896-03-01,0.971,0.409,-1.5614666666666666
1896-04-01,8.177,0.48,-0.026933333333335696
1896-05-01,14.405,0.275,0.5935666666666695
1896-06-01,19.081,0.358,0.3347666666666633
1896-07-01,21.129,0.311,-0.3481999999999914
1896-08-01,20.261,0.448,-0.24243333333333084
1896-09-01,15.377,0.287,-0.9785666666666639
1896-10-01,8.75,0.419,-1.2731333333333321
1896-11-01,1.287,0.5760000000000001,-1.524233333333334
1896-12-01,-1.463,0.358,0.6589999999999994
1897-01-01,-4.413,0.518,-0.8863333333333339
1897-02-01,-1.787,0.439,-0.22513333333333319
1897-03-01,0.6639999999999999,0.525,-1.8684666666666667
1897-04-01,7.790000000000001,0.429,-0.4139333333333344
1897-05-01,14.078,0.33,0.2665666666666695
1897-06-01,18.58,0.507,-0.1662333333333379
1897-07-01,20.935,0.285,-0.542199999999994
1897-08-01,19.989,0.332,-0.5144333333333293
1897-09-01,16.422,0.353,0.06643333333333601
1897-10-01,9.505,0.448,-0.5181333333333313
1897-11-01,2.6260000000000003,0.626,-0.18523333333333358
1897-12-01,-2.7110000000000003,0.695,-0.5890000000000009
1898-01-01,-3.4800000000000004,0.718,0.04666666666666597
1898-02-01,-1.571,0.309,-0.009133333333333216
1898-03-01,3.1060000000000003,0.682,0.5735333333333337
1898-04-01,8.038,0.378,-0.16593333333333504
1898-05-01,13.262,0.399,-0.5494333333333294
1898-06-01,18.922,0.441,0.1757666666666644
1898-07-01,21.192,0.56,-0.28519999999999257
1898-08-01,20.678,0.56,0.17456666666667076
1898-09-01,16.250999999999998,0.268,-0.10456666666666692
1898-10-01,8.219000000000001,0.284,-1.804133333333331
1898-11-01,0.7730000000000001,0.378,-2.038233333333334
1898-12-01,-4.255,0.7390000000000001,-2.1330000000000005
1899-01-01,-4.17,0.556,-0.6433333333333335
1899-02-01,-6.011,0.4320000000000001,-4.449133333333333
1899-03-01,0.7459999999999998,0.455,-1.7864666666666669
1899-04-01,7.7360000000000015,0.502,-0.46793333333333376
1899-05-01,13.464,0.361,-0.3474333333333295
1899-06-01,18.397,0.326,-0.3492333333333377
1899-07-01,21.057,0.327,-0.42019999999999413
1899-08-01,20.204,0.39,-0.29943333333332944
1899-09-01,15.951,0.336,-0.4045666666666641
1899-10-01,9.434,0.342,-0.5891333333333328
1899-11-01,4.258,0.291,1.446766666666666
1899-12-01,-3.064,0.46,-0.9420000000000006
1900-01-01,-2.5730000000000004,0.443,0.953666666666666
1900-02-01,-2.912,0.5329999999999999,-1.3501333333333332
1900-03-01,2.636,0.358,0.10353333333333348
1900-04-01,8.091000000000001,0.263,-0.11293333333333422
1900-05-01,14.317,0.239,0.5055666666666703
1900-06-01,19.28,0.379,0.533766666666665
1900-07-01,21.134,0.478,-0.3431999999999924
1900-08-01,20.62,0.353,0.11656666666667093
1900-09-01,16.242,0.359,-0.11356666666666371
1900-10-01,10.536,0.431,0.5128666666666675
1900-11-01,2.414,0.398,-0.39723333333333377
1900-12-01,-1.5259999999999998,0.573,0.5959999999999996
1901-01-01,-3.4320000000000004,0.358,0.09466666666666601
1901-02-01,-3.827,0.375,-2.265133333333333
1901-03-01,2.085,0.412,-0.4474666666666667
1901-04-01,6.877000000000002,0.519,-1.3269333333333337
1901-05-01,13.623,0.3720000000000001,-0.18843333333333057
1901-06-01,18.365,0.456,-0.38123333333333775
1901-07-01,22.418000000000003,0.401,0.9408000000000101
1901-08-01,20.647,0.383,0.1435666666666684
1901-09-01,15.375,0.335,-0.9805666666666646
1901-10-01,10.224,0.318,0.20086666666666808
1901-11-01,2.507,0.438,-0.3042333333333338
1901-12-01,-2.923,0.471,-0.8010000000000006
1902-01-01,-3.927000000000001,0.6759999999999999,-0.40033333333333454
1902-02-01,-2.343,0.478,-0.7811333333333332
1902-03-01,1.898,0.262,-0.6344666666666667
1902-04-01,7.758999999999999,0.269,-0.44493333333333673
1902-05-01,14.56,0.435,0.7485666666666706
1902-06-01,18.638,0.491,-0.10823333333333451
1902-07-01,20.688,0.361,-0.7891999999999939
1902-08-01,19.962,0.33,-0.5414333333333303
1902-09-01,15.182,0.214,-1.1735666666666642
1902-10-01,9.996,0.352,-0.027133333333331677
1902-11-01,3.142,0.286,0.330766666666666
1902-12-01,-4.106999999999998,0.772,-1.984999999999999
1903-01-01,-4.2730000000000015,0.63,-0.7463333333333351
1903-02-01,-4.017,0.5870000000000001,-2.4551333333333334
1903-03-01,3.036,0.418,0.5035333333333334
1903-04-01,7.183000000000002,0.379,-1.0209333333333337
1903-05-01,13.166,0.257,-0.6454333333333295
1903-06-01,17.403,0.435,-1.3432333333333375
1903-07-01,20.549,0.446,-0.9281999999999933
1903-08-01,19.818,0.341,-0.6854333333333287
1903-09-01,15.046,0.351,-1.3095666666666652
1903-10-01,9.023,0.393,-1.0001333333333324
1903-11-01,1.69,0.363,-1.121233333333334
1903-12-01,-2.897,0.428,-0.7750000000000004
1904-01-01,-5.517,0.804,-1.990333333333334
1904-02-01,-3.159,0.6970000000000001,-1.597133333333333
1904-03-01,2.627,0.402,0.09453333333333314
1904-04-01,7.364000000000001,0.279,-0.8399333333333345
1904-05-01,13.767,0.325,-0.04443333333333044
1904-06-01,17.948999999999995,0.443,-0.7972333333333417
1904-07-01,20.264,0.438,-1.2131999999999934
1904-08-01,19.482,0.3670000000000001,-1.0214333333333308
1904-09-01,15.938,0.304,-0.417566666666664
1904-10-01,9.629,0.32,-0.39413333333333256
1904-11-01,2.753,0.5,-0.0582333333333338
1904-12-01,-2.689,0.385,-0.5670000000000006
1905-01-01,-4.7860000000000005,0.637,-1.259333333333334
1905-02-01,-4.43,0.448,-2.8681333333333328
1905-03-01,4.707,0.3,2.174533333333333
1905-04-01,8.112,0.458,-0.0919333333333352
1905-05-01,13.254,0.26,-0.5574333333333303
1905-06-01,18.337,0.283,-0.40923333333333645
1905-07-01,20.432,0.23,-1.0451999999999941
1905-08-01,20.473,0.267,-0.030433333333331092
1905-09-01,16.206,0.233,-0.14956666666666507
1905-10-01,8.391,0.411,-1.632133333333332
1905-11-01,3.51,0.353,0.6987666666666659
1905-12-01,-3.378,0.524,-1.2560000000000007
1906-01-01,-3.88,0.5479999999999999,-0.3533333333333335
1906-02-01,-1.597,0.408,-0.03513333333333324
1906-03-01,0.7359999999999998,0.238,-1.7964666666666669
1906-04-01,8.731,0.28,0.5270666666666646
1906-05-01,13.517,0.3,-0.29443333333333044
1906-06-01,18.219,0.478,-0.527233333333335
1906-07-01,20.545,0.28,-0.932199999999991
1906-08-01,20.239,0.269,-0.2644333333333293
1906-09-01,16.804000000000002,0.219,0.44843333333333746
1906-10-01,9.172,0.2,-0.8511333333333315
1906-11-01,2.007,0.246,-0.8042333333333338
1906-12-01,-1.7719999999999998,0.6779999999999999,0.34999999999999964
1907-01-01,-3.011,0.431,0.5156666666666663
1907-02-01,-2.082,0.346,-0.5201333333333331
1907-03-01,4.136,0.317,1.6035333333333335
1907-04-01,6.417000000000002,0.264,-1.7869333333333337
1907-05-01,11.935,0.324,-1.8764333333333294
1907-06-01,17.256999999999998,0.231,-1.4892333333333383
1907-07-01,20.662,0.295,-0.8151999999999937
1907-08-01,19.741,0.322,-0.7624333333333304
1907-09-01,15.73,0.257,-0.6255666666666642
1907-10-01,9.167,0.345,-0.8561333333333323
1907-11-01,2.046,0.327,-0.7652333333333341
1907-12-01,-1.2699999999999998,0.407,0.8519999999999996
1908-01-01,-2.655,0.495,0.8716666666666666
1908-02-01,-1.5519999999999998,0.433,0.009866666666666912
1908-03-01,3.4530000000000003,0.373,0.9205333333333336
1908-04-01,8.501000000000001,0.218,0.2970666666666659
1908-05-01,13.127,0.242,-0.6844333333333292
1908-06-01,17.895,0.256,-0.8512333333333366
1908-07-01,21.004,0.279,-0.4731999999999914
1908-08-01,19.591,0.295,-0.912433333333329
1908-09-01,15.949000000000002,0.358,-0.40656666666666297
1908-10-01,8.173,0.337,-1.850133333333332
1908-11-01,3.0780000000000003,0.275,0.2667666666666664
1908-12-01,-1.497,0.5760000000000001,0.6249999999999993
1909-01-01,-3.627,0.3720000000000001,-0.10033333333333339
1909-02-01,-1.809,0.34,-0.2471333333333332
1909-03-01,1.745,0.263,-0.7874666666666665
1909-04-01,6.8050000000000015,0.328,-1.3989333333333338
1909-05-01,12.705,0.29,-1.1064333333333298
1909-06-01,18.643,0.181,-0.10323333333333551
1909-07-01,20.885,0.23,-0.5921999999999912
1909-08-01,20.72,0.201,0.2165666666666688
1909-09-01,15.612,0.188,-0.7435666666666645
1909-10-01,8.851,0.3229999999999999,-1.1721333333333313
1909-11-01,3.799,0.256,0.987766666666666
1909-12-01,-5.667000000000001,0.404,-3.5450000000000013
1910-01-01,-4.260000000000002,0.462,-0.7333333333333352
1910-02-01,-4.243,0.466,-2.6811333333333334
1910-03-01,5.972,0.31,3.4395333333333338
1910-04-01,8.618,0.307,0.41406666666666503
1910-05-01,13.182,0.166,-0.6294333333333295
1910-06-01,18.243,0.162,-0.5032333333333376
1910-07-01,21.38,0.155,-0.09719999999999374
1910-08-01,19.847,0.219,-0.6564333333333288
1910-09-01,16.63,0.207,0.2744333333333344
1910-10-01,10.201,0.265,0.1778666666666684
1910-11-01,2.56,0.258,-0.25123333333333386
1910-12-01,-3.035,0.377,-0.9130000000000007
1911-01-01,-3.006,0.389,0.5206666666666666
1911-02-01,-1.433,0.489,0.12886666666666668
1911-03-01,3.259,0.346,0.7265333333333333
1911-04-01,7.184000000000001,0.217,-1.0199333333333342
1911-05-01,14.122,0.213,0.31056666666667
1911-06-01,19.57,0.247,0.8237666666666641
1911-07-01,20.892,0.256,-0.5851999999999933
1911-08-01,19.886,0.154,-0.6174333333333308
1911-09-01,16.869,0.284,0.5134333333333352
1911-10-01,9.583,0.187,-0.44013333333333193
1911-11-01,0.6240000000000001,0.351,-2.187233333333334
1911-12-01,-2.695,0.556,-0.5730000000000004
1912-01-01,-5.591,0.624,-2.064333333333334
1912-02-01,-2.417,0.536,-0.8551333333333331
1912-03-01,0.6949999999999998,0.478,-1.8374666666666668
1912-04-01,8.249,0.32,0.045066666666665256
1912-05-01,14.127,0.399,0.31556666666667077
1912-06-01,17.551,0.23,-1.1952333333333378
1912-07-01,20.578000000000003,0.202,-0.8991999999999898
1912-08-01,19.307,0.213,-1.1964333333333315
1912-09-01,15.134,0.233,-1.2215666666666642
1912-10-01,9.256,0.248,-0.7671333333333319
1912-11-01,3.192,0.297,0.38076666666666625
1912-12-01,-2.39,0.223,-0.2680000000000007
1913-01-01,-4.323,0.478,-0.796333333333334
1913-02-01,-2.982,0.397,-1.4201333333333335
1913-03-01,1.5699999999999998,0.194,-0.9624666666666668
1913-04-01,8.020000000000001,0.275,-0.18393333333333395
1913-05-01,13.767,0.197,-0.04443333333333044
1913-06-01,18.731,0.202,-0.015233333333334542
1913-07-01,21.019,0.214,-0.4581999999999944
1913-08-01,20.744,0.344,0.2405666666666697
1913-09-01,15.332,0.32,-1.0235666666666638
1913-10-01,8.337,0.311,-1.6861333333333324
1913-11-01,4.355,0.422,1.5437666666666665
1913-12-01,-1.944,0.355,0.1779999999999995
1914-01-01,-1.6730000000000005,0.5870000000000001,1.853666666666666
1914-02-01,-3.253,0.382,-1.6911333333333334
1914-03-01,2.188,0.278,-0.3444666666666665
1914-04-01,8.026,0.384,-0.1779333333333355
1914-05-01,14.28,0.377,0.46856666666666946
1914-06-01,19.133,0.295,0.38676666666666293
1914-07-01,21.429,0.25,-0.04819999999999425
1914-08-01,20.253,0.239,-0.25043333333332995
1914-09-01,15.729,0.282,-0.6265666666666654
1914-10-01,10.597,0.295,0.5738666666666674
1914-11-01,3.5860000000000003,0.316,0.7747666666666664
1914-12-01,-3.777,0.495,-1.6550000000000007
1915-01-01,-3.958,0.467,-0.4313333333333338
1915-02-01,-0.853,0.424,0.7088666666666668
1915-03-01,1.043,0.48,-1.4894666666666667
1915-04-01,10.088,0.343,1.884066666666664
1915-05-01,13.148,0.485,-0.6634333333333302
1915-06-01,17.743,0.207,-1.0032333333333376
1915-07-01,20.383,0.199,-1.0941999999999936
1915-08-01,19.511,0.256,-0.9924333333333308
1915-09-01,16.037,0.23,-0.31856666666666555
1915-10-01,9.812,0.186,-0.21113333333333273
1915-11-01,3.315,0.428,0.503766666666666
1915-12-01,-2.49,0.364,-0.36800000000000077
1916-01-01,-4.3180000000000005,0.354,-0.7913333333333341
1916-02-01,-2.109,0.457,-0.5471333333333332
1916-03-01,2.256,0.453,-0.27646666666666686
1916-04-01,7.941000000000002,0.272,-0.2629333333333337
1916-05-01,13.277,0.178,-0.5344333333333307
1916-06-01,17.62,0.153,-1.1262333333333352
1916-07-01,21.586,0.162,0.10880000000000578
1916-08-01,20.17,0.244,-0.33343333333332836
1916-09-01,15.54,0.227,-0.8155666666666654
1916-10-01,9.053,0.177,-0.9701333333333313
1916-11-01,1.962,0.15,-0.849233333333334
1916-12-01,-4.817,0.424,-2.6950000000000007
1917-01-01,-5.336,0.512,-1.809333333333334
1917-02-01,-2.875,0.425,-1.3131333333333333
1917-03-01,1.592,0.309,-0.9404666666666666
1917-04-01,6.957000000000002,0.283,-1.2469333333333337
1917-05-01,11.348,0.245,-2.463433333333329
1917-06-01,17.805999999999997,0.233,-0.9402333333333388
1917-07-01,21.49,0.417,0.012800000000005696
1917-08-01,19.923,0.317,-0.5804333333333318
1917-09-01,15.767,0.317,-0.5885666666666651
1917-10-01,7.847,0.217,-2.1761333333333317
1917-11-01,2.629,0.458,-0.1822333333333339
1917-12-01,-5.113999999999999,0.359,-2.9919999999999995
1918-01-01,-6.737,0.359,-3.2103333333333337
1918-02-01,-1.85,0.416,-0.28813333333333335
1918-03-01,3.915,0.378,1.3825333333333334
1918-04-01,6.667000000000002,0.171,-1.5369333333333337
1918-05-01,13.792,0.195,-0.019433333333330083
1918-06-01,19.596,0.1669999999999999,0.8497666666666639
1918-07-01,20.916,0.217,-0.5611999999999924
1918-08-01,20.485,0.255,-0.018433333333330637
1918-09-01,14.913,0.212,-1.4425666666666643
1918-10-01,10.488,0.156,0.4648666666666674
1918-11-01,1.5690000000000002,0.282,-1.2422333333333337
1918-12-01,-1.739,0.235,0.38299999999999934
1919-01-01,-3.257000000000001,0.402,0.2696666666666654
1919-02-01,-2.279,0.334,-0.7171333333333332
1919-03-01,2.229,0.388,-0.30346666666666655
1919-04-01,8.193999999999999,0.489,-0.009933333333336236
1919-05-01,13.702,0.303,-0.10943333333332994
1919-06-01,18.615,0.194,-0.13123333333333775
1919-07-01,21.681,0.206,0.2038000000000082
1919-08-01,20.471,0.303,-0.03243333333332998
1919-09-01,16.578,0.1669999999999999,0.22243333333333482
1919-10-01,8.987,0.211,-1.036133333333332
1919-11-01,1.538,0.1369999999999999,-1.2732333333333339
1919-12-01,-4.003,0.354,-1.8810000000000007
1920-01-01,-4.6240000000000006,0.332,-1.0973333333333342
1920-02-01,-1.0379999999999998,0.401,0.5238666666666669
1920-03-01,1.628,0.245,-0.9044666666666668
1920-04-01,5.381,0.528,-2.822933333333335
1920-05-01,12.99,0.232,-0.8214333333333297
