Date,AverageTemperature,AverageTemperatureUncertainty,AverageAnomaly
1831-09-01,14.002,1.884,-2.353566666666664
1831-10-01,8.537,2.128,-1.4861333333333313
1831-11-01,1.45,4.418,-1.361233333333334
1831-12-01,-5.634,3.71,-3.512000000000001
1832-01-01,-3.4920000000000004,2.084,0.03466666666666596
1832-02-01,-3.378,2.5780000000000003,-1.8161333333333334
1832-03-01,3.056,1.733,0.5235333333333334
1832-04-01,8.014000000000001,2.7710000000000004,-0.18993333333333418
1832-05-01,12.851,1.96,-0.960433333333329
1832-06-01,18.596,1.896,-0.1502333333333361
1832-07-01,21.043000000000003,2.375,-0.4341999999999899
1832-08-01,18.667,2.0580000000000003,-1.8364333333333285
1832-09-01,14.722,2.339,-1.633566666666665
1832-10-01,9.104,1.92,-0.9191333333333329
1832-11-01,2.089,1.503,-0.722233333333334
1832-12-01,-2.303,3.1830000000000003,-0.1810000000000005
1833-01-01,-2.264,2.533,1.2626666666666666
1833-02-01,-1.473,1.843,0.08886666666666665
1833-03-01,2.461,2.24,-0.07146666666666679
1833-04-01,8.215,1.664,0.01106666666666456
1833-05-01,13.602,1.876,-0.20943333333332959
1833-06-01,18.105,1.7280000000000002,-0.6412333333333358
1833-07-01,21.092,1.3219999999999998,-0.385199999999994
1833-08-01,20.136,1.431,-0.36743333333333084
1833-09-01,15.81,1.412,-0.5455666666666641
1833-10-01,7.8610000000000015,1.614,-2.1621333333333306
1833-11-01,3.764,1.4680000000000002,0.9527666666666659
1833-12-01,-1.5659999999999998,1.976,0.5559999999999996
1834-01-01,-5.445,2.19,-1.918333333333334
1834-02-01,-0.1399999999999999,1.858,1.4218666666666668
1834-03-01,3.033,2.251,0.5005333333333333
1834-04-01,8.405000000000001,2.104,0.20106666666666584
1834-05-01,13.831,1.7009999999999998,0.01956666666666962
1834-06-01,18.164,2.448,-0.5822333333333347
1834-07-01,21.747,1.551,0.26980000000000715
1834-08-01,20.436,1.394,-0.06743333333333013
1834-09-01,15.213,2.523,-1.1425666666666654
1834-10-01,8.843,1.705,-1.1801333333333321
1834-11-01,3.726,1.821,0.9147666666666661
1834-12-01,-1.858,1.927,0.26399999999999935
1835-01-01,-2.3020000000000005,1.851,1.224666666666666
1835-02-01,-4.543,2.182,-2.981133333333333
1835-03-01,1.642,1.931,-0.8904666666666667
1835-04-01,7.097,2.209,-1.1069333333333349
1835-05-01,13.485,1.611,-0.32643333333333047
1835-06-01,18.038,1.982,-0.7082333333333359
1835-07-01,20.119,1.867,-1.358199999999993
1835-08-01,18.959,1.436,-1.5444333333333304
1835-09-01,13.626,1.716,-2.729566666666665
1835-10-01,7.752000000000001,1.4240000000000002,-2.2711333333333314
1835-11-01,0.5019999999999998,1.91,-2.309233333333334
1835-12-01,-3.904,1.938,-1.7820000000000005
1836-01-01,-4.311,1.608,-0.7843333333333335
1836-02-01,-2.73,1.814,-1.1681333333333332
1836-03-01,0.4989999999999999,1.661,-2.0334666666666665
1836-04-01,7.309000000000001,1.324,-0.8949333333333342
1836-05-01,13.747,1.401,-0.06443333333333001
1836-06-01,17.762,1.265,-0.9842333333333357
1836-07-01,20.591,1.791,-0.8861999999999917
1836-08-01,18.956,1.604,-1.5474333333333306
1836-09-01,14.76,2.157,-1.5955666666666648
1836-10-01,7.0310000000000015,4.377,-2.9921333333333306
1836-11-01,0.977,1.755,-1.834233333333334
1836-12-01,-3.824,2.282,-1.7020000000000004
1837-01-01,-3.744,2.0340000000000003,-0.21733333333333382
1837-02-01,-1.073,1.607,0.4888666666666668
1837-03-01,0.696,1.866,-1.8364666666666667
1837-04-01,5.57,1.5759999999999998,-2.633933333333335
1837-05-01,12.293,1.597,-1.5184333333333306
1837-06-01,17.685,1.675,-1.0612333333333375
1837-07-01,21.028,1.608,-0.44919999999999405
1837-08-01,19.874,1.534,-0.6294333333333313
1837-09-01,14.744000000000002,1.42,-1.611566666666663
1837-10-01,8.236,2.464,-1.7871333333333315
1837-11-01,3.022,2.024,0.21076666666666588
1837-12-01,-2.518,3.617,-0.39600000000000035
1838-01-01,-4.79,2.454,-1.2633333333333336
1838-02-01,-5.803,2.063,-4.241133333333333
1838-03-01,2.609,1.786,0.07653333333333334
1838-04-01,7.002999999999999,1.651,-1.200933333333336
1838-05-01,11.79,1.481,-2.0214333333333308
1838-06-01,18.865,1.621,0.11876666666666225
1838-07-01,21.958,3.1260000000000003,0.48080000000000567
1838-08-01,20.545,2.86,0.04156666666667164
1838-09-01,15.265999999999998,1.669,-1.0895666666666664
1838-10-01,7.551,3.467,-2.472133333333332
1838-11-01,-0.1389999999999998,2.702,-2.9502333333333337
1838-12-01,-4.271,2.417,-2.1490000000000005
1839-01-01,-2.849,2.042,0.6776666666666662
1839-02-01,-0.5670000000000001,1.882,0.9948666666666667
1839-03-01,1.227,1.443,-1.3054666666666666
1839-04-01,9.892,1.846,1.6880666666666642
1839-05-01,13.35,1.3130000000000002,-0.46143333333333025
1839-06-01,18.043,1.3769999999999998,-0.7032333333333369
1839-07-01,21.384,2.952,-0.0931999999999924
1839-08-01,20.415,2.0580000000000003,-0.08843333333333092
1839-09-01,14.565,1.6669999999999998,-1.790566666666665
1839-10-01,9.663,1.5530000000000002,-0.36013333333333186
1839-11-01,0.81,1.6909999999999998,-2.001233333333334
1839-12-01,-3.667,1.384,-1.5450000000000004
1840-01-01,-3.875,1.4880000000000002,-0.3483333333333336
1840-02-01,-1.15,1.654,0.4118666666666668
1840-03-01,2.872,1.276,0.33953333333333324
1840-04-01,8.145000000000001,2.148,-0.05893333333333395
1840-05-01,13.81,1.628,-0.0014333333333294007
1840-06-01,18.805,1.331,0.058766666666663525
1840-07-01,21.067,1.359,-0.41019999999999257
1840-08-01,19.613,1.227,-0.8904333333333305
1840-09-01,14.583,1.372,-1.7725666666666644
1840-10-01,7.772,1.815,-2.251133333333332
1840-11-01,0.7990000000000002,2.842,-2.0122333333333335
1840-12-01,-3.423,1.716,-1.3010000000000006
1841-01-01,-4.347,1.87,-0.820333333333334
1841-02-01,-2.389,1.3219999999999998,-0.827133333333333
1841-03-01,1.843,2.95,-0.6894666666666667
1841-04-01,6.896000000000001,1.5730000000000002,-1.3079333333333345
1841-05-01,13.302,1.1740000000000002,-0.5094333333333303
1841-06-01,18.867,1.114,0.12076666666666469
1841-07-01,21.652,1.446,0.17480000000000828
1841-08-01,19.897,1.281,-0.6064333333333316
1841-09-01,14.695,1.234,-1.6605666666666643
1841-10-01,7.849,1.4280000000000002,-2.174133333333332
1841-11-01,1.976,1.246,-0.8352333333333339
1841-12-01,-2.45,2.01,-0.32800000000000074
1842-01-01,-2.712,1.783,0.8146666666666662
1842-02-01,-1.6880000000000002,1.721,-0.12613333333333343
1842-03-01,4.896000000000001,2.133,2.363533333333334
1842-04-01,8.972000000000003,1.786,0.7680666666666678
1842-05-01,12.761,1.356,-1.0504333333333307
1842-06-01,17.535,1.216,-1.211233333333336
1842-07-01,20.01,1.465,-1.4671999999999912
1842-08-01,19.157,1.359,-1.34643333333333
1842-09-01,15.074000000000002,1.3019999999999998,-1.281566666666663
1842-10-01,8.606,1.457,-1.4171333333333322
1842-11-01,0.2309999999999999,1.895,-2.580233333333334
1842-12-01,-2.542,1.62,-0.4200000000000004
1843-01-01,-2.5900000000000003,1.79,0.9366666666666661
1843-02-01,-4.293,1.53,-2.731133333333333
1843-03-01,0.0790000000000001,1.395,-2.4534666666666665
1843-04-01,7.1190000000000015,1.531,-1.0849333333333337
1843-05-01,12.404000000000002,1.34,-1.4074333333333282
1843-06-01,17.669,1.449,-1.0772333333333357
1843-07-01,20.568,1.173,-0.9091999999999913
1843-08-01,19.48,1.679,-1.0234333333333296
1843-09-01,15.611,1.11,-0.7445666666666639
1843-10-01,7.056000000000001,1.713,-2.967133333333331
1843-11-01,1.628,1.3090000000000002,-1.183233333333334
1843-12-01,-1.327,2.467,0.7949999999999995
1844-01-01,-4.2570000000000014,1.274,-0.730333333333335
1844-02-01,-1.3090000000000002,1.415,0.2528666666666666
1844-03-01,1.879,2.086,-0.6534666666666666
1844-04-01,9.174,1.197,0.9700666666666642
1844-05-01,13.044,1.218,-0.7674333333333294
1844-06-01,17.817,1.2009999999999998,-0.929233333333336
1844-07-01,21.08,1.1740000000000002,-0.39719999999999445
1844-08-01,19.314,2.402,-1.18943333333333
1844-09-01,14.376,1.338,-1.9795666666666651
1844-10-01,7.837999999999999,1.415,-2.185133333333333
1844-11-01,1.202,1.362,-1.609233333333334
1844-12-01,-3.164,1.712,-1.0420000000000007
1845-01-01,-1.887,1.974,1.6396666666666664
1845-02-01,-1.259,2.793,0.30286666666666684
1845-03-01,2.653,1.46,0.12053333333333338
1845-04-01,8.731,1.456,0.5270666666666646
1845-05-01,13.1,1.7280000000000002,-0.7114333333333303
1845-06-01,18.06,1.509,-0.6862333333333375
1845-07-01,21.317,1.306,-0.16019999999999257
1845-08-01,20.241,1.3019999999999998,-0.2624333333333304
1845-09-01,15.442,1.305,-0.9135666666666644
1845-10-01,7.685,1.346,-2.3381333333333325
1845-11-01,1.414,1.679,-1.397233333333334
1845-12-01,-4.59,2.115,-2.4680000000000004
1846-01-01,-1.194,2.604,2.3326666666666664
1846-02-01,-2.186,2.342,-0.6241333333333332
1846-03-01,4.004,2.239,1.471533333333333
1846-04-01,7.489000000000001,1.767,-0.7149333333333345
1846-05-01,14.364,1.912,0.5525666666666709
1846-06-01,18.358,1.878,-0.38823333333333565
1846-07-01,21.826,2.026,0.34880000000000777
1846-08-01,20.785,1.6,0.2815666666666701
1846-09-01,16.308,1.804,-0.04756666666666476
1846-10-01,8.224,1.744,-1.799133333333332
1846-11-01,2.983,2.187,0.17176666666666618
1846-12-01,-1.325,2.267,0.7969999999999995
1847-01-01,-5.013999999999999,5.0710000000000015,-1.487333333333333
1847-02-01,-1.49,2.279,0.07186666666666675
1847-03-01,0.214,2.729,-2.3184666666666667
1847-04-01,8.002,1.761,-0.20193333333333463
1847-05-01,12.332,1.609,-1.4794333333333292
1847-06-01,17.855999999999995,1.709,-0.8902333333333416
1847-07-01,20.932,1.5490000000000002,-0.5451999999999941
1847-08-01,19.422,1.431,-1.0814333333333295
1847-09-01,15.095999999999998,1.271,-1.2595666666666663
1847-10-01,8.555,1.3119999999999998,-1.4681333333333324
1847-11-01,2.1950000000000003,1.521,-0.6162333333333336
1847-12-01,-3.215,2.108,-1.0930000000000004
1848-01-01,-3.4910000000000005,1.955,0.03566666666666585
1848-02-01,-0.89,1.685,0.6718666666666667
1848-03-01,1.793,1.409,-0.7394666666666667
1848-04-01,7.301,1.433,-0.9029333333333351
1848-05-01,13.754,1.629,-0.05743333333333034
1848-06-01,18.118,1.598,-0.6282333333333376
1848-07-01,20.497,2.093,-0.9801999999999929
1848-08-01,19.463,1.453,-1.040433333333329
1848-09-01,14.119000000000002,1.653,-2.236566666666663
1848-10-01,8.721,1.425,-1.302133333333332
1848-11-01,0.5310000000000001,1.96,-2.280233333333334
1848-12-01,-3.714,2.833,-1.5920000000000005
1849-01-01,-4.8050000000000015,2.065,-1.278333333333335
1849-02-01,-3.42,1.465,-1.8581333333333332
1849-03-01,2.8110000000000004,1.829,0.27853333333333374
1849-04-01,7.061,1.634,-1.1429333333333354
1849-05-01,12.376,1.351,-1.4354333333333305
1849-06-01,18.877,1.454,0.1307666666666627
1849-07-01,21.099,1.01,-0.37819999999999254
1849-08-01,20.072,1.156,-0.4314333333333309
1849-09-01,15.59,0.945,-0.7655666666666647
1849-10-01,8.195,1.41,-1.8281333333333318
1849-11-01,3.702,1.5490000000000002,0.890766666666666
1849-12-01,-4.008,1.564,-1.8860000000000006
1850-01-01,-3.5000000000000004,1.499,0.02666666666666595
1850-02-01,-1.866,1.658,-0.30413333333333337
1850-03-01,1.2029999999999998,2.858,-1.3294666666666668
1850-04-01,6.434000000000001,2.314,-1.7699333333333342
1850-05-01,12.444,0.98,-1.367433333333329
1850-06-01,18.399,1.006,-0.3472333333333353
1850-07-01,21.577,1.143,0.09980000000000899
1850-08-01,21.305,1.172,0.8015666666666696
1850-09-01,16.205,1.033,-0.1505666666666663
1850-10-01,9.138,1.035,-0.8851333333333322
1850-11-01,2.341,1.769,-0.4702333333333337
1850-12-01,-4.699999999999998,1.439,-2.577999999999999
1851-01-01,-3.0860000000000003,1.329,0.4406666666666661
1851-02-01,-1.3,1.362,0.2618666666666667
1851-03-01,3.1010000000000004,1.214,0.5685333333333338
1851-04-01,7.706,1.4780000000000002,-0.4979333333333349
1851-05-01,14.004,0.894,0.19256666666666966
1851-06-01,18.762,0.84,0.015766666666664264
1851-07-01,21.42,1.889,-0.057199999999991036
1851-08-01,20.416,1.711,-0.0874333333333297
1851-09-01,16.586,0.975,0.23043333333333393
1851-10-01,9.066,2.137,-0.9571333333333314
1851-11-01,1.196,1.238,-1.615233333333334
1851-12-01,-3.981,3.245,-1.8590000000000004
1852-01-01,-4.5600000000000005,2.676,-1.033333333333334
1852-02-01,-0.86,1.4369999999999998,0.7018666666666667
1852-03-01,1.5099999999999998,1.26,-1.0224666666666669
1852-04-01,6.4220000000000015,1.41,-1.7819333333333338
1852-05-01,14.034,1.119,0.2225666666666708
1852-06-01,18.787,0.83,0.04076666666666284
1852-07-01,21.327,1.539,-0.150199999999991
1852-08-01,19.911,0.982,-0.5924333333333287
1852-09-01,14.864,1.4780000000000002,-1.4915666666666638
1852-10-01,9.341,1.2819999999999998,-0.6821333333333328
1852-11-01,0.5740000000000003,1.5119999999999998,-2.2372333333333336
1852-12-01,-3.153,1.2,-1.0310000000000006
1853-01-01,-3.65,1.49,-0.12333333333333352
1853-02-01,-2.9210000000000003,1.231,-1.3591333333333335
1853-03-01,1.896,1.5759999999999998,-0.6364666666666667
1853-04-01,8.517999999999999,1.254,0.3140666666666636
1853-05-01,13.762,1.065,-0.04943333333332944
1853-06-01,19.101,1.021,0.3547666666666629
1853-07-01,20.894,0.93,-0.5831999999999944
1853-08-01,19.869,1.196,-0.6344333333333303
1853-09-01,15.895,1.169,-0.460566666666665
1853-10-01,8.011000000000001,0.977,-2.012133333333331
1853-11-01,2.7260000000000004,1.979,-0.0852333333333335
1853-12-01,-2.582,1.608,-0.4600000000000004
1854-01-01,-4.9860000000000015,1.979,-1.4593333333333351
1854-02-01,-1.785,1.579,-0.22313333333333318
1854-03-01,3.089,1.493,0.5565333333333333
1854-04-01,8.219000000000001,1.038,0.015066666666665895
1854-05-01,13.403,1.067,-0.40843333333332943
1854-06-01,18.509,1.367,-0.23723333333333585
1854-07-01,22.205,1.421,0.7278000000000056
1854-08-01,20.667,1.916,0.16356666666667152
1854-09-01,16.235,0.923,-0.12056666666666516
1854-10-01,10.026,1.122,0.002866666666667683
1854-11-01,2.748,1.233,-0.0632333333333337
1854-12-01,-2.475,2.6710000000000003,-0.35300000000000065
1855-01-01,-3.133,2.419,0.3936666666666664
1855-02-01,-2.983,1.771,-1.4211333333333334
1855-03-01,1.827,1.388,-0.7054666666666667
1855-04-01,9.182,1.91,0.9780666666666651
1855-05-01,14.383,1.692,0.5715666666666692
1855-06-01,18.57,1.239,-0.1762333333333359
1855-07-01,21.358,1.106,-0.1191999999999922
1855-08-01,20.053,1.087,-0.45043333333332924
1855-09-01,16.241,1.047,-0.11456666666666493
1855-10-01,8.497,1.4469999999999998,-1.5261333333333322
1855-11-01,2.21,1.495,-0.601233333333334
1855-12-01,-4.692,2.004,-2.5700000000000007
1856-01-01,-6.784000000000002,1.383,-3.257333333333335
1856-02-01,-3.514,1.779,-1.952133333333333
1856-03-01,1.005,1.4509999999999998,-1.5274666666666668
1856-04-01,8.661000000000001,0.987,0.45706666666666607
1856-05-01,13.892,1.347,0.08056666666666956
1856-06-01,19.978,1.4169999999999998,1.2317666666666653
1856-07-01,22.019,0.82,0.5418000000000056
1856-08-01,19.801,1.755,-0.7024333333333317
1856-09-01,15.327,1.504,-1.0285666666666646
1856-10-01,8.573,1.176,-1.4501333333333317
1856-11-01,1.418,1.164,-1.393233333333334
1856-12-01,-5.057,1.73,-2.935000000000001
1857-01-01,-7.097,1.372,-3.570333333333334
1857-02-01,-0.3140000000000001,1.295,1.2478666666666667
1857-03-01,2.048,1.132,-0.4844666666666666
1857-04-01,5.974,0.83,-2.229933333333335
1857-05-01,13.08,0.843,-0.7314333333333298
1857-06-01,18.802,0.902,0.05576666666666341
1857-07-01,21.27,1.031,-0.20719999999999317
1857-08-01,19.998,1.258,-0.505433333333329
1857-09-01,15.482,1.072,-0.8735666666666653
1857-10-01,8.168000000000001,1.3530000000000002,-1.855133333333331
1857-11-01,1.411,1.089,-1.4002333333333339
1857-12-01,-1.138,1.3090000000000002,0.9839999999999995
1858-01-01,-1.6700000000000004,1.686,1.856666666666666
1858-02-01,-3.389,1.109,-1.827133333333333
1858-03-01,2.79,1.404,0.2575333333333334
1858-04-01,7.782,1.452,-0.42193333333333527
1858-05-01,13.287,1.162,-0.5244333333333291
1858-06-01,18.995,1.3730000000000002,0.2487666666666648
1858-07-01,21.112,1.257,-0.3651999999999944
1858-08-01,19.787,1.315,-0.716433333333331
1858-09-01,15.665,1.097,-0.6905666666666654
1858-10-01,8.946,1.379,-1.0771333333333324
1858-11-01,0.7330000000000001,1.489,-2.078233333333334
1858-12-01,-3.084,1.569,-0.9620000000000006
1859-01-01,-4.056,1.33,-0.5293333333333337
1859-02-01,-1.518,1.245,0.04386666666666672
1859-03-01,2.693,1.399,0.16053333333333342
1859-04-01,6.471,1.262,-1.7329333333333352
1859-05-01,14.088,1.213,0.2765666666666693
1859-06-01,18.836,1.078,0.08976666666666233
1859-07-01,20.808000000000003,1.35,-0.6691999999999894
1859-08-01,19.616,1.304,-0.8874333333333304
1859-09-01,14.634,1.119,-1.7215666666666642
1859-10-01,7.811,1.081,-2.212133333333332
1859-11-01,2.337,1.062,-0.47423333333333373
1859-12-01,-5.518,1.5530000000000002,-3.3960000000000004
1860-01-01,-3.784,1.5419999999999998,-0.2573333333333334
1860-02-01,-2.008,1.386,-0.44613333333333327
1860-03-01,3.3120000000000003,2.13,0.7795333333333336
1860-04-01,7.939,1.089,-0.26493333333333524
1860-05-01,13.918,1.215,0.10656666666666936
1860-06-01,18.693,0.942,-0.0532333333333348
1860-07-01,21.548,0.713,0.07080000000000553
1860-08-01,20.256,0.899,-0.24743333333332984
1860-09-01,15.433,0.828,-0.9225666666666648
1860-10-01,9.236,0.915,-0.7871333333333315
1860-11-01,1.876,0.95,-0.935233333333334
1860-12-01,-3.448,1.35,-1.3260000000000005
1861-01-01,-5.307,1.5759999999999998,-1.780333333333334
1861-02-01,-1.211,1.319,0.35086666666666666
1861-03-01,2.317,0.979,-0.21546666666666647
1861-04-01,8.307,1.032,0.10306666666666509
1861-05-01,13.165,0.973,-0.6464333333333308
1861-06-01,19.429,1.423,0.6827666666666623
1861-07-01,21.232,1.109,-0.24519999999999342
1861-08-01,19.954,0.921,-0.5494333333333294
1861-09-01,15.71,0.742,-0.6455666666666637
1861-10-01,8.788,1.005,-1.2351333333333319
1861-11-01,2.684,1.346,-0.12723333333333375
1861-12-01,-1.262,1.406,0.8599999999999994
1862-01-01,-4.437,2.0780000000000003,-0.9103333333333339
1862-02-01,-4.321000000000001,1.388,-2.7591333333333337
1862-03-01,1.3259999999999998,1.002,-1.2064666666666668
1862-04-01,6.7620000000000005,1.033,-1.4419333333333348
1862-05-01,13.759,1.293,-0.05243333333332956
1862-06-01,18.554,1.096,-0.1922333333333377
1862-07-01,21.368,1.109,-0.10919999999999419
1862-08-01,20.505,1.071,0.0015666666666689366
1862-09-01,15.929,1.102,-0.4265666666666643
1862-10-01,8.931000000000003,1.315,-1.0921333333333294
1862-11-01,1.883,0.974,-0.9282333333333339
1862-12-01,-1.6909999999999998,2.083,0.4309999999999996
1863-01-01,-2.595,2.361,0.9316666666666662
1863-02-01,-2.232,2.423,-0.6701333333333335
1863-03-01,2.419,1.058,-0.1134666666666666
1863-04-01,8.4,1.181,0.19606666666666506
1863-05-01,14.146,1.415,0.3345666666666709
1863-06-01,18.404,0.8809999999999999,-0.3422333333333363
1863-07-01,21.136,0.936,-0.3411999999999935
1863-08-01,19.922,0.972,-0.5814333333333295
1863-09-01,15.775,0.725,-0.5805666666666642
1863-10-01,7.412999999999999,0.863,-2.6101333333333328
1863-11-01,1.683,1.342,-1.1282333333333339
1863-12-01,-3.116,1.455,-0.9940000000000007
1864-01-01,-4.711,1.604,-1.184333333333334
1864-02-01,-0.944,1.694,0.6178666666666668
1864-03-01,1.3609999999999998,1.172,-1.1714666666666669
1864-04-01,7.272,1.109,-0.9319333333333351
1864-05-01,14.569,0.95,0.7575666666666709
1864-06-01,19.062,1.308,0.315766666666665
1864-07-01,21.837,1.151,0.359800000000007
1864-08-01,20.748,1.366,0.24456666666667104
1864-09-01,16.122,1.236,-0.2335666666666647
1864-10-01,7.545,1.023,-2.478133333333332
1864-11-01,1.575,1.453,-1.236233333333334
1864-12-01,-3.863,1.446,-1.7410000000000005
1865-01-01,-4.758,1.217,-1.2313333333333336
1865-02-01,-2.03,1.285,-0.46813333333333307
1865-03-01,1.3059999999999998,1.063,-1.2264666666666668
1865-04-01,7.276000000000002,1.235,-0.9279333333333337
1865-05-01,14.495,1.001,0.6835666666666693
1865-06-01,19.625,0.976,0.8787666666666638
1865-07-01,20.81,1.311,-0.667199999999994
1865-08-01,20.363,1.111,-0.14043333333333052
1865-09-01,17.28,0.705,0.9244333333333365
1865-10-01,8.857000000000001,0.949,-1.166133333333331
1865-11-01,3.4960000000000004,1.178,0.6847666666666665
1865-12-01,-4.772,1.5,-2.650000000000001
1866-01-01,-4.378,1.22,-0.8513333333333337
1866-02-01,-2.927,1.505,-1.3651333333333333
1866-03-01,1.614,1.213,-0.9184666666666665
1866-04-01,8.654,1.073,0.4500666666666646
1866-05-01,13.259,1.306,-0.5524333333333296
1866-06-01,18.236,0.877,-0.5102333333333355
1866-07-01,21.679,0.913,0.20180000000000575
1866-08-01,19.507,1.031,-0.9964333333333286
1866-09-01,14.729,0.838,-1.6265666666666654
1866-10-01,9.139,0.914,-0.8841333333333328
1866-11-01,3.008,1.123,0.1967666666666661
1866-12-01,-2.508,1.416,-0.38600000000000056
1867-01-01,-4.7940000000000005,1.641,-1.267333333333334
1867-02-01,-1.556,1.181,0.005866666666666687
1867-03-01,-1.0100000000000002,1.114,-3.542466666666667
1867-04-01,7.772,1.45,-0.43193333333333506
1867-05-01,12.576,0.889,-1.2354333333333294
1867-06-01,19.347,1.182,0.6007666666666651
1867-07-01,21.011,1.139,-0.4661999999999935
1867-08-01,20.424,0.943,-0.07943333333333058
1867-09-01,16.492,1.089,0.1364333333333363
1867-10-01,9.517,0.8740000000000001,-0.5061333333333327
1867-11-01,3.54,1.953,0.7287666666666661
1867-12-01,-1.211,2.023,0.9109999999999994
1868-01-01,-6.279,1.261,-2.7523333333333335
1868-02-01,-2.536,1.651,-0.9741333333333333
1868-03-01,3.702,1.097,1.1695333333333333
1868-04-01,7.401000000000002,1.236,-0.8029333333333337
1868-05-01,13.762,1.157,-0.04943333333332944
1868-06-01,18.911,0.8190000000000001,0.16476666666666517
1868-07-01,22.242,0.856,0.7648000000000081
1868-08-01,19.646,1.072,-0.8574333333333293
1868-09-01,14.564,0.836,-1.7915666666666645
1868-10-01,8.801,0.909,-1.222133333333332
1868-11-01,1.7040000000000002,1.188,-1.1072333333333337
1868-12-01,-3.429,1.347,-1.3070000000000004
1869-01-01,-2.7310000000000003,1.23,0.7956666666666661
1869-02-01,-1.941,1.494,-0.3791333333333333
1869-03-01,1.265,1.277,-1.2674666666666667
1869-04-01,7.326,1.774,-0.8779333333333357
1869-05-01,13.682,1.265,-0.12943333333332951
1869-06-01,18.377,0.642,-0.3692333333333373
1869-07-01,21.268,0.748,-0.20919999999999206
1869-08-01,20.645,0.606,0.1415666666666695
1869-09-01,15.604,0.6579999999999999,-0.7515666666666654
1869-10-01,7.075,0.966,-2.948133333333332
1869-11-01,2.111,0.848,-0.7002333333333337
1869-12-01,-2.946,1.068,-0.8240000000000007
1870-01-01,-3.0850000000000004,1.253,0.441666666666666
1870-02-01,-1.1760000000000002,1.064,0.3858666666666666
1870-03-01,0.74,0.853,-1.7924666666666667
1870-04-01,8.493,0.764,0.28906666666666503
1870-05-01,14.711,0.838,0.8995666666666704
1870-06-01,19.418,1.236,0.6717666666666631
1870-07-01,22.188,1.016,0.7108000000000061
1870-08-01,19.771,0.696,-0.7324333333333293
1870-09-01,16.215,0.72,-0.14056666666666473
1870-10-01,9.304,1.099,-0.7191333333333318
1870-11-01,3.3200000000000003,1.507,0.5087666666666664
1870-12-01,-3.945,1.077,-1.8230000000000004
1871-01-01,-3.1930000000000005,1.127,0.3336666666666659
1871-02-01,-1.4269999999999998,1.689,0.1348666666666669
1871-03-01,2.889,1.151,0.35653333333333315
1871-04-01,8.361,0.735,0.15706666666666536
1871-05-01,14.448,0.684,0.6365666666666705
1871-06-01,19.791,0.537,1.0447666666666642
1871-07-01,21.367,0.946,-0.11019999999999186
1871-08-01,20.67,0.805,0.16656666666667164
1871-09-01,15.505999999999998,0.93,-0.8495666666666661
1871-10-01,9.436,0.902,-0.5871333333333322
1871-11-01,0.444,0.992,-2.367233333333334
1871-12-01,-3.811,1.145,-1.6890000000000005
1872-01-01,-4.727,2.024,-1.200333333333334
1872-02-01,-1.918,1.668,-0.3561333333333332
1872-03-01,1.03,1.223,-1.5024666666666666
1872-04-01,7.558000000000002,1.45,-0.6459333333333337
1872-05-01,14.253,0.957,0.4415666666666702
1872-06-01,19.09,0.998,0.34376666666666367
1872-07-01,21.065,0.994,-0.41219999999999146
1872-08-01,20.442,1.304,-0.0614333333333299
1872-09-01,15.574000000000002,0.586,-0.781566666666663
1872-10-01,8.901,0.608,-1.1221333333333323
1872-11-01,-0.3080000000000003,0.816,-3.119233333333334
1872-12-01,-4.9510000000000005,1.683,-2.829000000000001
1873-01-01,-5.1770000000000005,1.233,-1.650333333333334
1873-02-01,-2.979,1.3090000000000002,-1.4171333333333334
1873-03-01,2.016,1.187,-0.5164666666666666
1873-04-01,6.508000000000001,1.155,-1.6959333333333344
1873-05-01,13.091,0.867,-0.7204333333333306
1873-06-01,19.304,0.6629999999999999,0.5577666666666623
1873-07-01,21.429,0.836,-0.04819999999999425
1873-08-01,20.443,0.693,-0.060433333333328676
1873-09-01,15.390999999999998,0.7909999999999999,-0.9645666666666664
1873-10-01,7.741,0.7509999999999999,-2.2821333333333325
1873-11-01,2.115,0.706,-0.6962333333333337
1873-12-01,-3.125,0.909,-1.0030000000000006
1874-01-01,-3.2920000000000003,0.99,0.23466666666666613
1874-02-01,-2.593,0.664,-1.0311333333333332
1874-03-01,1.5499999999999998,0.741,-0.9824666666666668
1874-04-01,6.25,0.6659999999999999,-1.9539333333333353
1874-05-01,15.054,0.745,1.2425666666666704
1874-06-01,19.671,0.978,0.9247666666666632
1874-07-01,22.079,0.591,0.6018000000000079
1874-08-01,21.06,0.762,0.5565666666666687
1874-09-01,15.986,0.569,-0.36956666666666393
1874-10-01,9.605,0.723,-0.4181333333333317
1874-11-01,1.937,0.708,-0.8742333333333339
1874-12-01,-2.091,0.893,0.03099999999999925
1875-01-01,-7.57,0.987,-4.043333333333334
1875-02-01,-4.215999999999998,1.019,-2.6541333333333315
1875-03-01,0.466,0.7709999999999999,-2.0664666666666665
1875-04-01,6.622000000000001,0.727,-1.5819333333333345
1875-05-01,14.171,0.7559999999999999,0.3595666666666695
1875-06-01,18.848,1.005,0.10176666666666279
1875-07-01,21.284,0.742,-0.19319999999999382
1875-08-01,19.652,0.5529999999999999,-0.851433333333329
1875-09-01,15.357,0.618,-0.9985666666666653
1875-10-01,9.277,0.578,-0.7461333333333329
1875-11-01,1.04,0.93,-1.7712333333333339
