Date,LandAverageTemperature,LandAndOceanAverageTemperature,Land_MovAvg,LandOcean_MovAvg
1868-03-01,4.538,14.135,8.33725,15.020333333333335
1868-04-01,8.183,15.082,8.331,15.018833333333333
1868-05-01,11.308,15.992,8.39875,15.054833333333333
1868-06-01,13.162,16.529,8.387,15.068416666666666
1868-07-01,14.514,17.025000000000002,8.41125,15.097833333333334
1868-08-01,13.744000000000002,16.793,8.431083333333333,15.126083333333334
1868-09-01,11.669,16.107,8.42325,15.122750000000002
1868-10-01,9.448,15.376,8.442916666666667,15.127583333333334
1868-11-01,5.192,14.174,8.297333333333333,15.089416666666665
1868-12-01,3.344,13.643,8.247916666666667,15.096916666666665
1869-01-01,2.115,13.289,8.271333333333333,15.12
1869-02-01,3.864,13.951,8.423416666666666,15.174666666666667
1869-03-01,4.3740000000000006,13.947,8.40975,15.159
1869-04-01,7.9209999999999985,15.015999999999998,8.387916666666667,15.1535
1869-05-01,11.295,15.896,8.386833333333334,15.1455
1869-06-01,13.537,16.396,8.418083333333334,15.134416666666667
1869-07-01,14.337,16.667,8.403333333333334,15.104583333333332
1869-08-01,14.01,16.711000000000002,8.4255,15.09775
1869-09-01,12.247,16.18,8.473666666666666,15.103833333333334
1869-10-01,9.006,15.171,8.436833333333333,15.08675
1869-11-01,5.773,14.255,8.48525,15.0935
1869-12-01,2.7060000000000004,13.307,8.432083333333333,15.0655
1870-01-01,2.082,13.303999999999998,8.429333333333334,15.066749999999999
1870-02-01,2.1340000000000003,13.359000000000002,8.285166666666667,15.017416666666668
1870-03-01,4.656000000000001,14.139,8.308666666666666,15.033416666666668
1870-04-01,7.879,15.052,8.305166666666667,15.036416666666668
1870-05-01,11.339,15.826,8.308833333333334,15.030583333333333
1870-06-01,13.653,16.511000000000006,8.3185,15.04016666666667
1870-07-01,14.599,16.86,8.340333333333334,15.05625
1870-08-01,13.484000000000002,16.617,8.2965,15.048416666666668
1870-09-01,11.952,16.073,8.271916666666668,15.039499999999999
1870-10-01,8.809999999999997,15.056,8.255583333333334,15.029916666666667
1870-11-01,5.6,14.079,8.241166666666667,15.015250000000002
1870-12-01,2.228,13.175999999999998,8.201333333333334,15.004333333333335
1871-01-01,1.4469999999999998,13.089,8.148416666666666,14.986416666666669
1871-02-01,1.736,13.299,8.11525,14.981416666666668
1871-03-01,4.6850000000000005,14.223,8.117666666666667,14.988416666666666
1871-04-01,8.34,15.233,8.156083333333333,15.0035
1871-05-01,10.787999999999998,15.77,8.110166666666666,14.998833333333335
1871-06-01,13.08,16.458000000000002,8.062416666666666,14.994416666666666
1871-07-01,14.29,16.858,8.036666666666667,14.994250000000001
1871-08-01,13.932,16.653000000000002,8.074,14.997250000000001
1871-09-01,11.711,16.02,8.053916666666666,14.992833333333335
1871-10-01,9.096,15.061,8.07775,14.993250000000002
1871-11-01,5.113,13.972,8.037166666666666,14.984333333333332
1871-12-01,3.1630000000000003,13.435,8.115083333333333,15.005916666666666
1872-01-01,1.652,13.041,8.132166666666667,15.001916666666666
1872-02-01,2.35,13.376,8.183333333333334,15.008333333333333
1872-03-01,4.922,14.107,8.203083333333334,14.998666666666667
1872-04-01,7.845999999999999,14.969,8.161916666666666,14.976666666666667
1872-05-01,11.198,15.927,8.196083333333332,14.98975
1872-06-01,13.055,16.361,8.194,14.981666666666667
1872-07-01,14.285,16.843,8.193583333333335,14.980416666666665
1872-08-01,13.821,16.822,8.184333333333333,14.9945
1872-09-01,11.957999999999998,16.173000000000002,8.204916666666668,15.007249999999999
1872-10-01,9.24,15.181,8.216916666666666,15.017249999999999
1872-11-01,5.372000000000001,14.101,8.2385,15.028
1872-12-01,2.627,13.331,8.193833333333334,15.019333333333334
1873-01-01,2.013,13.353,8.223916666666666,15.045333333333334
1873-02-01,3.195,13.707,8.294333333333332,15.072916666666666
1873-03-01,4.704,14.151,8.276166666666667,15.076583333333334
1873-04-01,7.462000000000001,14.879,8.244166666666667,15.069083333333333
1873-05-01,11.005999999999998,15.821,8.228166666666667,15.060249999999998
1873-06-01,13.405,16.429000000000002,8.257333333333333,15.065916666666666
1873-07-01,14.287,16.805,8.2575,15.062750000000001
1873-08-01,13.755,16.726,8.252,15.05475
1873-09-01,11.486999999999998,15.965,8.21275,15.037416666666667
1873-10-01,9.234,15.13,8.21225,15.033166666666666
1873-11-01,5.819,14.094,8.2495,15.032583333333333
1873-12-01,3.846,13.531,8.351083333333333,15.04925
1874-01-01,2.685,13.392,8.407083333333334,15.0525
1874-02-01,3.069,13.458,8.396583333333334,15.03175
1874-03-01,4.221,13.807,8.356333333333334,15.003083333333334
1874-04-01,8.231,14.91,8.420416666666666,15.005666666666668
1874-05-01,11.306,15.75,8.445416666666667,14.99975
1874-06-01,13.306,16.211000000000002,8.437166666666666,14.981583333333333
1874-07-01,14.122,16.745,8.423416666666666,14.976583333333332
1874-08-01,13.815,16.645,8.428416666666665,14.969833333333334
1874-09-01,12.111,16.122,8.480416666666667,14.982916666666668
1874-10-01,9.12,15.005,8.470916666666668,14.972500000000002
1874-11-01,5.809,14.013,8.470083333333333,14.96575
1874-12-01,3.407,13.425999999999998,8.4335,14.957
1875-01-01,1.533,13.027,8.3375,14.926583333333333
1875-02-01,2.259,13.35,8.27,14.917583333333335
1875-03-01,4.256,13.974,8.272916666666667,14.9315
1875-04-01,7.635999999999999,14.923,8.223333333333333,14.932583333333334
1875-05-01,10.746,15.792,8.176666666666668,14.936083333333334
1875-06-01,13.157,16.358,8.164250000000001,14.948333333333332
1875-07-01,14.144,16.683,8.166083333333333,14.943166666666668
1875-08-01,13.401,16.637999999999998,8.131583333333333,14.942583333333333
1875-09-01,11.319,16.059,8.065583333333334,14.937333333333335
1875-10-01,8.584999999999999,15.125,8.020999999999999,14.947333333333333
1875-11-01,4.614,13.905,7.9214166666666666,14.938333333333334
1875-12-01,2.665,13.229,7.859583333333333,14.921916666666666
1876-01-01,1.856,13.1,7.886500000000001,14.927999999999999
1876-02-01,2.617,13.496,7.916333333333333,14.940166666666668
1876-03-01,4.748,14.047,7.957333333333334,14.94625
1876-04-01,8.199,14.95,8.00425,14.948500000000001
1876-05-01,10.69,15.57,7.999583333333334,14.93
1876-06-01,13.130999999999998,16.290000000000006,7.997416666666666,14.924333333333331
1876-07-01,14.319,16.848,8.012,14.938083333333333
1876-08-01,13.481,16.579,8.018666666666666,14.933166666666665
1876-09-01,11.687,15.89,8.049333333333333,14.919083333333333
1876-10-01,8.946,15.047,8.079416666666667,14.912583333333332
1876-11-01,5.093,13.903,8.119333333333332,14.912416666666665
1876-12-01,2.194,13.193,8.080083333333333,14.909416666666667
1877-01-01,2.286,13.306,8.115916666666665,14.926583333333335
1877-02-01,2.928,13.732,8.141833333333333,14.946250000000001
1877-03-01,5.297000000000001,14.459,8.187583333333333,14.980583333333334
1877-04-01,8.039,15.126,8.174249999999999,14.995249999999999
1877-05-01,11.056,15.854,8.204749999999999,15.018916666666668
1877-06-01,13.384,16.594,8.225833333333332,15.04425
1877-07-01,14.642,17.004,8.25275,15.057249999999998
1877-08-01,14.151,17.076,8.308583333333333,15.098666666666668
1877-09-01,12.075,16.437,8.340916666666667,15.14425
1877-10-01,9.273,15.536,8.368166666666667,15.185
1877-11-01,6.348,14.564,8.47275,15.240083333333333
1877-12-01,2.9960000000000004,13.704,8.539583333333333,15.282666666666666
1878-01-01,2.0170000000000003,13.537999999999998,8.517166666666666,15.302
1878-02-01,3.728,14.177,8.583833333333333,15.339083333333333
1878-03-01,6.6080000000000005,14.882,8.693083333333334,15.374333333333334
1878-04-01,8.899,15.573,8.764750000000001,15.411583333333335
1878-05-01,11.017,16.016,8.7615,15.425083333333333
1878-06-01,13.796,16.711000000000002,8.795833333333333,15.434833333333332
1878-07-01,14.742,16.999000000000002,8.804166666666665,15.43441666666667
1878-08-01,14.094,16.905,8.799416666666666,15.420166666666667
1878-09-01,12.093,16.267,8.800916666666666,15.406
1878-10-01,9.173,15.307,8.792583333333333,15.386916666666666
1878-11-01,6.446000000000001,14.388,8.800749999999999,15.372250000000001
1878-12-01,3.344,13.526,8.82975,15.357416666666667
1879-01-01,2.303,13.349,8.853583333333333,15.341666666666667
1879-02-01,2.737,13.63,8.770999999999999,15.296083333333334
1879-03-01,4.924,14.34,8.630666666666666,15.250916666666667
1879-04-01,7.767999999999999,14.987,8.536416666666666,15.202083333333333
1879-05-01,10.803,15.807,8.518583333333334,15.184666666666667
1879-06-01,13.23,16.500999999999998,8.471416666666668,15.167166666666668
1879-07-01,14.238,16.746000000000002,8.429416666666667,15.146083333333332
1879-08-01,13.245,16.635,8.358666666666666,15.123583333333334
1879-09-01,11.449000000000002,16.007,8.305000000000001,15.101916666666668
1879-10-01,9.229,15.25,8.309666666666667,15.097166666666666
1879-11-01,5.526,14.203,8.233,15.08175
1879-12-01,2.5380000000000003,13.318,8.165833333333333,15.064416666666666
1880-01-01,1.755,13.129,8.120166666666666,15.046083333333334
1880-02-01,2.052,13.407,8.063083333333333,15.027500000000002
1880-03-01,4.63,14.273,8.038583333333333,15.021916666666668
1880-04-01,7.558999999999998,15.008,8.021166666666666,15.023666666666669
1880-05-01,11.095999999999998,15.85,8.045583333333333,15.02725
1880-06-01,13.327,16.400000000000002,8.053666666666667,15.018833333333335
1880-07-01,14.140999999999998,16.687,8.045583333333333,15.013916666666667
1880-08-01,13.807,16.695,8.092416666666667,15.018916666666668
1880-09-01,11.386,15.918,8.087166666666667,15.0115
1880-10-01,8.673,15.024,8.040833333333333,14.992666666666665
1880-11-01,5.893,14.233,8.071416666666666,14.995166666666668
1880-12-01,3.1060000000000003,13.48,8.11875,15.008666666666668
1881-01-01,2.4610000000000003,13.396,8.177583333333333,15.030916666666668
1881-02-01,2.6260000000000003,13.625,8.225416666666666,15.049083333333334
1881-03-01,5.01,14.355,8.257083333333332,15.055916666666667
1881-04-01,8.322999999999999,15.267,8.32075,15.0775
1881-05-01,11.165,15.999,8.3265,15.089916666666667
1881-06-01,12.745,16.329,8.278,15.083999999999998
1881-07-01,14.203,16.783,8.283166666666666,15.092
1881-08-01,13.71,16.665,8.275083333333333,15.0895
1881-09-01,11.689,15.982,8.300333333333333,15.094833333333334
1881-10-01,8.850999999999997,15.115,8.315166666666665,15.102416666666668
1881-11-01,5.272,14.019,8.263416666666666,15.084583333333335
1881-12-01,3.196,13.511,8.270916666666666,15.087166666666667
1882-01-01,2.99,13.632,8.315,15.106833333333334
1882-02-01,3.2310000000000003,13.843,8.365416666666667,15.125
1882-03-01,5.04,14.339,8.367916666666668,15.123666666666667
1882-04-01,7.690999999999999,15.031,8.315249999999999,15.104
1882-05-01,10.888,15.816,8.292166666666667,15.08875
1882-06-01,12.805,16.355999999999998,8.297166666666667,15.091
1882-07-01,13.747,16.634,8.259166666666665,15.078583333333333
1882-08-01,13.703,16.678,8.258583333333332,15.079666666666668
1882-09-01,11.736,16.108,8.2625,15.090166666666667
1882-10-01,8.445,15.022,8.228666666666667,15.082416666666667
1882-11-01,5.066,14.033,8.2115,15.083583333333332
1882-12-01,2.205,13.187,8.128916666666667,15.056583333333334
1883-01-01,1.4600000000000002,13.106,8.001416666666666,15.012749999999999
1883-02-01,1.856,13.358,7.886833333333333,14.972333333333333
1883-03-01,4.928999999999999,14.236,7.877583333333333,14.96375
1883-04-01,7.690999999999999,14.916,7.877583333333334,14.954166666666666
1883-05-01,10.832,15.825,7.872916666666666,14.954916666666668
1883-06-01,13.302,16.512,7.9143333333333326,14.967916666666667
1883-07-01,14.011,16.664,7.936333333333333,14.970416666666665
1883-08-01,13.224,16.538,7.896416666666667,14.95875
1883-09-01,11.343,15.956,7.863666666666667,14.946083333333332
1883-10-01,8.908999999999997,15.054,7.902333333333334,14.948749999999999
1883-11-01,4.905,13.943,7.888916666666667,14.941250000000002
1883-12-01,3.261,13.451,7.976916666666667,14.96325
1884-01-01,2.12,13.279000000000002,8.031916666666666,14.977666666666666
1884-02-01,2.474,13.6,8.083416666666666,14.997833333333332
1884-03-01,3.892,13.914,7.997,14.971000000000002
1884-04-01,7.185999999999999,14.744000000000002,7.954916666666666,14.956666666666669
1884-05-01,10.198,15.558,7.902083333333334,14.934416666666666
1884-06-01,12.527,16.185000000000002,7.8374999999999995,14.907166666666667
1884-07-01,13.622,16.434,7.805083333333333,14.888
1884-08-01,13.257,16.408,7.807833333333332,14.877166666666668
1884-09-01,11.235,15.826,7.798833333333332,14.866333333333335
1884-10-01,8.581,14.954,7.7715,14.858000000000002
1884-11-01,5.164,13.827,7.793083333333333,14.848333333333334
1884-12-01,3.028,13.27,7.773666666666667,14.83325
1885-01-01,1.003,12.889,7.680583333333334,14.80075
1885-02-01,2.2430000000000003,13.327,7.661333333333332,14.778
1885-03-01,4.622,14.021,7.722166666666666,14.786916666666668
1885-04-01,7.3359999999999985,14.747,7.734666666666667,14.787166666666666
1885-05-01,10.567,15.565,7.765416666666667,14.78775
1885-06-01,12.716,16.105,7.781166666666667,14.781083333333333
1885-07-01,13.972,16.601,7.8103333333333325,14.795000000000002
1885-08-01,13.351,16.438,7.8181666666666665,14.7975
1885-09-01,11.435,15.907,7.834833333333333,14.804250000000001
1885-10-01,8.722000000000001,15.054,7.846583333333334,14.81258333333333
1885-11-01,5.425,14.057,7.868333333333333,14.83175
1885-12-01,3.644,13.542,7.919666666666667,14.854416666666667
1886-01-01,1.436,13.001,7.955749999999999,14.863750000000001
1886-02-01,1.793,13.175999999999998,7.9182500000000005,14.851166666666666
1886-03-01,4.2620000000000005,13.888,7.88825,14.840083333333332
1886-04-01,7.909,14.841,7.936,14.847916666666668
1886-05-01,10.784,15.837,7.954083333333333,14.870583333333334
1886-06-01,12.789,16.197000000000006,7.960166666666667,14.87825
1886-07-01,14.226,16.622,7.9813333333333345,14.88
1886-08-01,13.323,16.458000000000002,7.979,14.881666666666668
1886-09-01,11.6,15.831,7.992750000000001,14.875333333333332
1886-10-01,8.604,14.979,7.982916666666667,14.869083333333336
1886-11-01,5.226,13.877,7.966333333333334,14.854083333333334
1886-12-01,3.502,13.316,7.9544999999999995,14.83525
1887-01-01,0.8240000000000001,12.62,7.9035,14.8035
1887-02-01,2.0540000000000003,13.095999999999998,7.925249999999999,14.796833333333334
1887-03-01,4.552,13.946,7.949416666666667,14.801666666666668
1887-04-01,7.789,14.941,7.939416666666666,14.81
1887-05-01,10.84,15.651,7.9440833333333325,14.7945
1887-06-01,12.89,16.214000000000002,7.9525,14.795916666666665
1887-07-01,14.021,16.63,7.935416666666666,14.796583333333333
1887-08-01,13.097,16.372,7.916583333333333,14.789416666666666
1887-09-01,11.707,15.916,7.9254999999999995,14.7965
1887-10-01,8.738,14.983,7.9366666666666665,14.796833333333334
1887-11-01,5.5920000000000005,14.037,7.9671666666666665,14.810166666666667
1887-12-01,2.875,13.386,7.914916666666667,14.816
1888-01-01,1.7080000000000002,13.132,7.988583333333334,14.858666666666666
1888-02-01,2.039,13.32,7.987333333333333,14.877333333333333
1888-03-01,4.3,13.972,7.966333333333332,14.8795
1888-04-01,7.845,14.938,7.971,14.879249999999999
1888-05-01,10.62,15.73,7.9526666666666666,14.885833333333336
1888-06-01,12.921,16.360000000000007,7.9552499999999995,14.897999999999998
1888-07-01,14.242,16.686,7.9736666666666665,14.902666666666667
1888-08-01,13.511,16.611,8.008166666666666,14.922583333333336
1888-09-01,11.685,15.995,8.006333333333332,14.929166666666667
1888-10-01,9.201,15.318,8.044916666666667,14.957083333333335
1888-11-01,5.792000000000001,14.259,8.061583333333333,14.975583333333333
1888-12-01,3.222,13.608,8.0905,14.994083333333334
1889-01-01,1.7619999999999998,13.417,8.095,15.017833333333334
1889-02-01,3.409,13.954,8.209166666666667,15.070666666666668
1889-03-01,5.299,14.446,8.292416666666666,15.110166666666666
